ctry,area_code,income,employ,original_imd_score,original_imd_quintile,uk_imd_england_score,uk_imd_england_quintile,uk_imd_ni_score,uk_imd_ni_quintile,uk_imd_scotland_score,uk_imd_scotland_quintile,uk_imd_wales_score,uk_imd_wales_quintile
Scotland,S01005100,6,6,8.4,2,8.9,2,2,2,8.4,2,4.8,2
Scotland,S01005101,8,7,9.6,2,9.9,2,2.9,2,9.6,2,5.9,2
Scotland,S01005102,8,8,14,3,14.8,3,7,3,14,3,10.7,3
Scotland,S01005103,4,4,9.4,2,11,2,3.1,2,9.4,2,6.8,2
Scotland,S01005104,2,2,9,2,11.4,2,3,2,9,2,7.1,2
Scotland,S01005105,12,10,16.6,3,17,3,9,3,16.6,3,13.1,3
Scotland,S01005106,11,12,16.8,3,16.6,3,9.3,3,16.8,3,12.6,3
Scotland,S01005107,2,4,4.5,1 - least deprived,5.3,1 - least deprived,-1.1,1 - least deprived,4.5,1 - least deprived,1,1 - least deprived
Scotland,S01005108,9,9,12.5,2,12.6,2,5.4,2,12.5,2,8.5,2
Scotland,S01005109,4,4,9.8,2,11.5,2,3.5,2,9.8,2,7.3,2
Scotland,S01005110,8,7,14.1,3,15.4,3,7.1,3,14.1,3,11.3,3
Scotland,S01005111,7,6,10,2,10.8,2,3.4,2,10,2,6.7,2
Scotland,S01005112,3,3,10.8,2,13.1,2,4.5,2,10.8,2,8.8,2
Scotland,S01005113,10,9,14.8,3,15.3,3,7.5,3,14.8,3,11.3,3
Scotland,S01005114,14,14,23.5,4,23.7,4,15.1,4,23.5,4,19.7,4
Scotland,S01005115,7,9,14.3,3,14.9,3,7.4,3,14.3,3,10.7,3
Scotland,S01005116,6,4,10.2,2,11.8,2,3.7,2,10.2,2,7.7,2
Scotland,S01005117,5,5,9.8,2,11.1,2,3.4,2,9.8,2,6.9,2
Scotland,S01005118,7,6,9.9,2,10.6,2,3.3,2,9.9,2,6.6,2
Scotland,S01005119,5,5,7.1,1 - least deprived,7.8,1 - least deprived,0.9,1 - least deprived,7.1,1 - least deprived,3.7,1 - least deprived
Scotland,S01005120,8,9,9.8,2,9.4,2,3.1,2,9.8,2,5.4,2
Scotland,S01005121,6,5,10.9,2,12.3,2,4.3,2,10.9,2,8.2,2
Scotland,S01005122,8,9,10.1,2,9.8,2,3.4,2,10.1,2,5.7,2
Scotland,S01005123,4,6,7.6,1 - least deprived,8.2,1 - least deprived,1.5,1 - least deprived,7.6,1 - least deprived,3.9,1 - least deprived
Scotland,S01005124,11,11,12.2,2,11.4,2,5,2,12.2,2,7.5,2
Scotland,S01005125,18,12,22.9,4,23.4,4,14.1,4,22.9,4,19.8,4
Scotland,S01005126,4,6,9.1,2,9.9,2,2.8,2,9.1,2,5.6,2
Scotland,S01005127,22,24,38.7,5 - most deprived,37.9,5 - most deprived,28.3,5 - most deprived,38.7,5 - most deprived,34.1,5 - most deprived
Scotland,S01005128,7,5,8.2,2,9,2,1.7,1 - least deprived,8.2,1 - least deprived,5,2
Scotland,S01005129,11,11,15,3,14.8,3,7.6,3,15,3,10.8,3
Scotland,S01005130,25,26,42.8,5 - most deprived,41.9,5 - most deprived,31.7,5 - most deprived,42.8,5 - most deprived,38.1,5 - most deprived
Scotland,S01005131,8,7,9.8,2,10.1,2,3.1,2,9.8,2,6.1,2
Scotland,S01005132,9,7,11.5,2,12.2,2,4.6,2,11.5,2,8.2,2
Scotland,S01005133,8,4,11.4,2,13.2,2,4.6,2,11.4,2,9.2,2
Scotland,S01005134,13,11,14.8,3,14.4,2,7.2,3,14.8,3,10.6,2
Scotland,S01005135,9,9,10.6,2,10.3,2,3.7,2,10.6,2,6.3,2
Scotland,S01005136,9,8,13.5,2,14.2,2,6.4,2,13.5,2,10.2,2
Scotland,S01005137,5,7,13.2,2,14.5,2,6.6,2,13.2,2,10.2,2
Scotland,S01005138,11,11,17.4,3,17.6,3,9.8,3,17.4,3,13.6,3
Scotland,S01005139,6,3,10.5,2,12.6,2,4,2,10.5,2,8.5,2
Scotland,S01005140,5,3,13,2,15.6,3,6.3,2,13,2,11.4,3
Scotland,S01005141,5,6,11,2,12.2,2,4.5,2,11,2,8,2
Scotland,S01005142,10,7,13.2,2,14,2,6,2,13.2,2,10.1,2
Scotland,S01005143,10,7,11.3,2,11.8,2,4.2,2,11.3,2,7.9,2
Scotland,S01005144,5,5,6.7,1 - least deprived,7.3,1 - least deprived,0.6,1 - least deprived,6.7,1 - least deprived,3.2,1 - least deprived
Scotland,S01005145,5,3,9.9,2,11.9,2,3.5,2,9.9,2,7.8,2
Scotland,S01005146,6,7,13.5,2,14.8,3,6.7,2,13.5,2,10.6,2
Scotland,S01005147,5,4,13,2,15.3,3,6.4,2,13,2,11.1,3
Scotland,S01005148,7,7,9.6,2,9.9,2,3,2,9.6,2,5.8,2
Scotland,S01005149,11,11,15.1,3,14.9,3,7.7,3,15.1,3,10.9,3
Scotland,S01005150,10,11,15.8,3,15.8,3,8.4,3,15.8,3,11.8,3
Scotland,S01005151,13,13,18.4,3,17.9,3,10.5,3,18.4,3,14,3
Scotland,S01005152,7,5,13,2,14.8,3,6.2,2,13,2,10.8,3
Scotland,S01005153,6,7,7.7,1 - least deprived,7.7,1 - least deprived,1.3,1 - least deprived,7.7,1 - least deprived,3.6,1 - least deprived
Scotland,S01005154,5,6,10.3,2,11.3,2,3.9,2,10.3,2,7.1,2
Scotland,S01005155,8,10,10.4,2,9.7,2,3.6,2,10.4,2,5.7,2
Scotland,S01005156,20,19,29.7,4,29,4,20.2,4,29.7,4,25.3,4
Scotland,S01005157,18,21,33.7,4,33.2,4,24.1,5 - most deprived,33.7,4,29.3,4
Scotland,S01005158,9,11,17.3,3,17.6,3,9.9,3,17.3,3,13.5,3
Scotland,S01005159,20,17,29.1,4,28.9,4,19.6,4,29.1,4,25.2,4
Scotland,S01005160,24,23,38.5,5 - most deprived,37.8,5 - most deprived,27.8,5 - most deprived,38.5,5 - most deprived,34.1,5 - most deprived
Scotland,S01005161,14,16,23.8,4,23.4,4,15.4,4,23.8,4,19.4,4
Scotland,S01005162,21,23,35.7,5 - most deprived,34.7,5 - most deprived,25.6,5 - most deprived,35.7,5 - most deprived,30.8,5 - most deprived
Scotland,S01005163,22,18,32,4,32,4,22.2,4,32,4,28.4,4
Scotland,S01005164,14,14,22.1,4,22,3,13.8,4,22.1,4,18,3
Scotland,S01005165,16,16,25.5,4,25.2,4,16.7,4,25.5,4,21.3,4
Scotland,S01005166,23,24,37.2,5 - most deprived,36.1,5 - most deprived,26.8,5 - most deprived,37.2,5 - most deprived,32.3,5 - most deprived
Scotland,S01005167,26,25,43.1,5 - most deprived,42.6,5 - most deprived,31.9,5 - most deprived,43.1,5 - most deprived,38.9,5 - most deprived
Scotland,S01005168,7,10,14.3,3,14.6,2,7.4,3,14.3,3,10.4,2
Scotland,S01005169,7,9,14.1,3,14.7,3,7.2,3,14.1,3,10.5,2
Scotland,S01005170,6,6,8.2,2,8.7,1 - least deprived,1.8,1 - least deprived,8.2,1 - least deprived,4.6,1 - least deprived
Scotland,S01005171,23,23,37.7,5 - most deprived,37,5 - most deprived,27.3,5 - most deprived,37.7,5 - most deprived,33.3,5 - most deprived
Scotland,S01005172,3,4,7.8,1 - least deprived,9.1,2,1.8,1 - least deprived,7.8,1 - least deprived,4.9,2
Scotland,S01005173,8,12,13.1,2,12.3,2,6.2,2,13.1,2,8.2,2
Scotland,S01005174,26,29,43.1,5 - most deprived,41.1,5 - most deprived,31.9,5 - most deprived,43.1,5 - most deprived,37.4,5 - most deprived
Scotland,S01005175,4,5,6.1,1 - least deprived,6.7,1 - least deprived,0.1,1 - least deprived,6.1,1 - least deprived,2.5,1 - least deprived
Scotland,S01005176,30,36,55.4,5 - most deprived,53.2,5 - most deprived,42.9,5 - most deprived,55.4,5 - most deprived,49.4,5 - most deprived
Scotland,S01005177,32,34,56,5 - most deprived,54.4,5 - most deprived,43.2,5 - most deprived,56,5 - most deprived,50.8,5 - most deprived
Scotland,S01005178,20,21,33.3,4,32.6,4,23.5,4,33.3,4,28.7,4
Scotland,S01005179,9,10,15.8,3,16.2,3,8.5,3,15.8,3,12.2,3
Scotland,S01005180,5,6,8.3,2,8.9,2,2,2,8.3,1 - least deprived,4.7,2
Scotland,S01005181,3,4,5.4,1 - least deprived,6.3,1 - least deprived,-0.4,1 - least deprived,5.4,1 - least deprived,2.1,1 - least deprived
Scotland,S01005182,33,37,60,5 - most deprived,58.1,5 - most deprived,46.8,5 - most deprived,60,5 - most deprived,54.4,5 - most deprived
Scotland,S01005183,22,22,33.6,4,32.4,4,23.5,4,33.6,4,28.7,4
Scotland,S01005184,42,34,72.1,5 - most deprived,73.2,5 - most deprived,57,5 - most deprived,72.1,5 - most deprived,70,5 - most deprived
Scotland,S01005185,16,17,25.8,4,25.2,4,17,4,25.8,4,21.3,4
Scotland,S01005186,16,15,20.6,3,19.7,3,12.2,3,20.6,3,15.9,3
Scotland,S01005187,12,13,18.4,3,18.1,3,10.7,3,18.4,3,14.1,3
Scotland,S01005188,3,5,5.5,1 - least deprived,6,1 - least deprived,-0.4,1 - least deprived,5.5,1 - least deprived,1.8,1 - least deprived
Scotland,S01005189,22,20,32.4,4,31.8,4,22.5,4,32.4,4,28.1,4
Scotland,S01005190,3,5,8,2,9,2,2,2,8,1 - least deprived,4.8,2
Scotland,S01005191,33,27,53.6,5 - most deprived,54.1,5 - most deprived,40.9,5 - most deprived,53.6,5 - most deprived,50.7,5 - most deprived
Scotland,S01005192,5,7,7.9,1 - least deprived,8,1 - least deprived,1.6,1 - least deprived,7.9,1 - least deprived,3.8,1 - least deprived
Scotland,S01005193,3,5,5.4,1 - least deprived,5.9,1 - least deprived,-0.4,1 - least deprived,5.4,1 - least deprived,1.7,1 - least deprived
Scotland,S01005194,11,13,17.5,3,17.1,3,9.9,3,17.5,3,13,3
Scotland,S01005195,3,6,8.4,2,9.1,2,2.3,2,8.4,2,4.8,2
Scotland,S01005196,32,23,45.6,5 - most deprived,46,5 - most deprived,33.6,5 - most deprived,45.6,5 - most deprived,42.7,5 - most deprived
Scotland,S01005197,20,24,32.7,4,30.8,4,23,4,32.7,4,26.9,4
Scotland,S01005198,5,7,7.8,1 - least deprived,8,1 - least deprived,1.6,1 - least deprived,7.8,1 - least deprived,3.8,1 - least deprived
Scotland,S01005199,19,19,30.8,4,30.4,4,21.3,4,30.8,4,26.6,4
Scotland,S01005200,4,6,7.5,1 - least deprived,8,1 - least deprived,1.4,1 - least deprived,7.5,1 - least deprived,3.8,1 - least deprived
Scotland,S01005201,24,21,38.2,5 - most deprived,38.2,5 - most deprived,27.6,5 - most deprived,38.2,5 - most deprived,34.6,5 - most deprived
Scotland,S01005202,22,23,35.8,5 - most deprived,34.7,5 - most deprived,25.6,5 - most deprived,35.8,5 - most deprived,30.9,5 - most deprived
Scotland,S01005203,9,10,14,3,14.1,2,6.9,3,14,3,10,2
Scotland,S01005204,3,6,7.2,1 - least deprived,7.7,1 - least deprived,1.3,1 - least deprived,7.2,1 - least deprived,3.5,1 - least deprived
Scotland,S01005205,7,5,7.9,1 - least deprived,8.6,1 - least deprived,1.4,1 - least deprived,7.9,1 - least deprived,4.6,1 - least deprived
Scotland,S01005206,6,7,7.6,1 - least deprived,7.6,1 - least deprived,1.3,1 - least deprived,7.6,1 - least deprived,3.5,1 - least deprived
Scotland,S01005207,29,32,51.8,5 - most deprived,50.3,5 - most deprived,39.6,5 - most deprived,51.8,5 - most deprived,46.6,5 - most deprived
Scotland,S01005208,35,34,57.8,5 - most deprived,56.5,5 - most deprived,44.6,5 - most deprived,57.8,5 - most deprived,53,5 - most deprived
Scotland,S01005209,17,17,23.9,4,22.9,4,15.1,4,23.9,4,19.1,4
Scotland,S01005210,25,25,36.5,5 - most deprived,34.7,5 - most deprived,26,5 - most deprived,36.5,5 - most deprived,31.1,5 - most deprived
Scotland,S01005211,29,25,42.6,5 - most deprived,41.7,5 - most deprived,31.1,5 - most deprived,42.6,5 - most deprived,38.3,5 - most deprived
Scotland,S01005212,5,9,10.4,2,10.3,2,3.9,2,10.4,2,6.1,2
Scotland,S01005213,8,9,12.1,2,12.1,2,5.2,2,12.1,2,8.1,2
Scotland,S01005214,29,34,56.2,5 - most deprived,54.9,5 - most deprived,43.7,5 - most deprived,56.2,5 - most deprived,51,5 - most deprived
Scotland,S01005215,20,21,28.7,4,27.1,4,19.3,4,28.7,4,23.3,4
Scotland,S01005216,25,28,42.4,5 - most deprived,40.7,5 - most deprived,31.4,5 - most deprived,42.4,5 - most deprived,36.9,5 - most deprived
Scotland,S01005217,14,13,19.5,3,19.3,3,11.4,3,19.5,3,15.4,3
Scotland,S01005218,29,27,46.4,5 - most deprived,45.7,5 - most deprived,34.7,5 - most deprived,46.4,5 - most deprived,42.1,5 - most deprived
Scotland,S01005219,25,25,41.6,5 - most deprived,40.8,5 - most deprived,30.7,5 - most deprived,41.6,5 - most deprived,37.1,5 - most deprived
Scotland,S01005220,20,14,20.9,3,20.2,3,12.1,3,20.9,3,16.7,3
Scotland,S01005221,5,7,10.4,2,11.1,2,4,2,10.4,2,6.9,2
Scotland,S01005222,26,21,41.6,5 - most deprived,42.2,5 - most deprived,30.5,5 - most deprived,41.6,5 - most deprived,38.6,5 - most deprived
Scotland,S01005223,15,12,20.9,3,21.2,3,12.6,3,20.9,3,17.4,3
Scotland,S01005224,3,5,5,1 - least deprived,5.4,1 - least deprived,-0.8,1 - least deprived,5,1 - least deprived,1.2,1 - least deprived
Scotland,S01005225,12,11,16,3,15.9,3,8.4,3,16,3,12,3
Scotland,S01005226,13,14,22.3,4,22.3,4,14.1,4,22.3,4,18.3,4
Scotland,S01005227,28,26,45.4,5 - most deprived,44.8,5 - most deprived,33.8,5 - most deprived,45.4,5 - most deprived,41.2,5 - most deprived
Scotland,S01005228,3,4,9.8,2,11.6,2,3.6,2,9.8,2,7.3,2
Scotland,S01005229,24,20,37.7,5 - most deprived,38,5 - most deprived,27.1,5 - most deprived,37.7,5 - most deprived,34.3,5 - most deprived
Scotland,S01005230,13,12,15.2,3,14.5,2,7.6,3,15.2,3,10.7,3
Scotland,S01005231,5,4,6,1 - least deprived,6.8,1 - least deprived,-0.1,1 - least deprived,6,1 - least deprived,2.7,1 - least deprived
Scotland,S01005232,22,24,34.9,5 - most deprived,33.3,4,24.8,5 - most deprived,34.9,5 - most deprived,29.6,4
Scotland,S01005233,30,26,46.9,5 - most deprived,46.5,5 - most deprived,35,5 - most deprived,46.9,5 - most deprived,43.1,5 - most deprived
Scotland,S01005234,8,10,13.9,3,14,2,6.9,3,13.9,2,9.9,2
Scotland,S01005235,11,10,17.8,3,18.5,3,10.2,3,17.8,3,14.5,3
Scotland,S01005236,13,14,20.9,3,20.7,3,12.8,3,20.9,3,16.7,3
Scotland,S01005237,3,4,5.7,1 - least deprived,6.6,1 - least deprived,-0.2,1 - least deprived,5.7,1 - least deprived,2.4,1 - least deprived
Scotland,S01005238,12,12,16.3,3,15.9,3,8.7,3,16.3,3,12,3
Scotland,S01005239,31,26,47.8,5 - most deprived,47.5,5 - most deprived,35.7,5 - most deprived,47.8,5 - most deprived,44.1,5 - most deprived
Scotland,S01005240,31,30,50.1,5 - most deprived,48.8,5 - most deprived,37.8,5 - most deprived,50.1,5 - most deprived,45.3,5 - most deprived
Scotland,S01005241,3,6,5.9,1 - least deprived,6.1,1 - least deprived,0,1 - least deprived,5.9,1 - least deprived,1.9,1 - least deprived
Scotland,S01005242,37,39,66.5,5 - most deprived,64.9,5 - most deprived,52.3,5 - most deprived,66.5,5 - most deprived,61.4,5 - most deprived
Scotland,S01005243,31,31,56.8,5 - most deprived,56.6,5 - most deprived,44.1,5 - most deprived,56.8,5 - most deprived,53,5 - most deprived
Scotland,S01005244,3,4,4.7,1 - least deprived,5.4,1 - least deprived,-1.1,1 - least deprived,4.7,1 - least deprived,1.2,1 - least deprived
Scotland,S01005245,18,16,27.5,4,27.5,4,18.4,4,27.5,4,23.8,4
Scotland,S01005246,33,36,59.5,5 - most deprived,58,5 - most deprived,46.4,5 - most deprived,59.5,5 - most deprived,54.3,5 - most deprived
Scotland,S01005247,53,52,89.9,5 - most deprived,87.4,5 - most deprived,72.3,5 - most deprived,89.9,5 - most deprived,84.3,5 - most deprived
Scotland,S01005248,23,29,41.9,5 - most deprived,39.8,5 - most deprived,31.1,5 - most deprived,41.9,5 - most deprived,35.9,5 - most deprived
Scotland,S01005249,18,18,29.5,4,29.3,4,20.3,4,29.5,4,25.4,4
Scotland,S01005250,27,29,44.2,5 - most deprived,42.4,5 - most deprived,32.8,5 - most deprived,44.2,5 - most deprived,38.7,5 - most deprived
Scotland,S01005251,31,27,52,5 - most deprived,52.2,5 - most deprived,39.6,5 - most deprived,52,5 - most deprived,48.7,5 - most deprived
Scotland,S01005252,25,28,43.3,5 - most deprived,41.8,5 - most deprived,32.2,5 - most deprived,43.3,5 - most deprived,38,5 - most deprived
Scotland,S01005253,10,11,13.8,3,13.3,2,6.5,2,13.8,2,9.3,2
Scotland,S01005254,11,10,19.2,3,20.2,3,11.4,3,19.2,3,16.2,3
Scotland,S01005255,42,47,74.5,5 - most deprived,71.4,5 - most deprived,59.2,5 - most deprived,74.5,5 - most deprived,67.9,5 - most deprived
Scotland,S01005256,4,7,9.5,2,10,2,3.2,2,9.5,2,5.8,2
Scotland,S01005257,11,9,13.2,2,13.4,2,6,2,13.2,2,9.5,2
Scotland,S01005258,4,8,6.8,1 - least deprived,6.5,1 - least deprived,0.8,1 - least deprived,6.8,1 - least deprived,2.2,1 - least deprived
Scotland,S01005259,32,32,51.9,5 - most deprived,50.2,5 - most deprived,39.4,5 - most deprived,51.9,5 - most deprived,46.7,5 - most deprived
Scotland,S01005260,37,36,55.1,5 - most deprived,52.3,5 - most deprived,41.8,5 - most deprived,55.1,5 - most deprived,49,5 - most deprived
Scotland,S01005261,45,37,70.3,5 - most deprived,69.8,5 - most deprived,55,5 - most deprived,70.3,5 - most deprived,66.7,5 - most deprived
Scotland,S01005262,12,10,17.5,3,18,3,9.8,3,17.5,3,14.1,3
Scotland,S01005263,44,46,81.8,5 - most deprived,80.5,5 - most deprived,65.8,5 - most deprived,81.8,5 - most deprived,77,5 - most deprived
Scotland,S01005264,21,19,27.4,4,26.1,4,17.9,4,27.4,4,22.4,4
Scotland,S01005265,48,60,86.3,5 - most deprived,80.6,5 - most deprived,69.5,5 - most deprived,86.3,5 - most deprived,77,5 - most deprived
Scotland,S01005266,24,25,35.7,5 - most deprived,33.8,4,25.3,5 - most deprived,35.7,5 - most deprived,30.2,4
Scotland,S01005267,21,18,27.1,4,26.2,4,17.7,4,27.1,4,22.6,4
Scotland,S01005268,28,31,54.7,5 - most deprived,54.3,5 - most deprived,42.4,5 - most deprived,54.7,5 - most deprived,50.4,5 - most deprived
Scotland,S01005269,13,17,19.8,3,18.2,3,11.8,3,19.8,3,14.2,3
Scotland,S01005270,6,9,9.5,2,9.1,2,3,2,9.5,2,5,2
Scotland,S01005271,5,4,5.9,1 - least deprived,6.7,1 - least deprived,-0.2,1 - least deprived,5.9,1 - least deprived,2.6,1 - least deprived
Scotland,S01005272,50,48,85.2,5 - most deprived,83.4,5 - most deprived,68.2,5 - most deprived,85.2,5 - most deprived,80.2,5 - most deprived
Scotland,S01005273,7,10,12,2,11.8,2,5.2,2,12,2,7.6,2
Scotland,S01005274,32,29,49.9,5 - most deprived,48.9,5 - most deprived,37.5,5 - most deprived,49.9,5 - most deprived,45.4,5 - most deprived
Scotland,S01005275,27,30,44.5,5 - most deprived,42.3,5 - most deprived,33.1,5 - most deprived,44.5,5 - most deprived,38.6,5 - most deprived
Scotland,S01005276,27,22,38.2,5 - most deprived,37.7,5 - most deprived,27.3,5 - most deprived,38.2,5 - most deprived,34.2,5 - most deprived
Scotland,S01005277,10,9,15.5,3,16.1,3,8.1,3,15.5,3,12.1,3
Scotland,S01005278,21,20,27.9,4,26.4,4,18.5,4,27.9,4,22.8,4
Scotland,S01005279,3,3,5.6,1 - least deprived,6.9,1 - least deprived,-0.2,1 - least deprived,5.6,1 - least deprived,2.7,1 - least deprived
Scotland,S01005280,30,25,44.6,5 - most deprived,44.1,5 - most deprived,32.9,5 - most deprived,44.6,5 - most deprived,40.6,5 - most deprived
Scotland,S01005281,17,16,22.7,4,21.8,3,14,4,22.7,4,18,3
Scotland,S01005282,29,25,44.1,5 - most deprived,43.6,5 - most deprived,32.5,5 - most deprived,44.1,5 - most deprived,40.1,5 - most deprived
Scotland,S01005283,3,5,6.8,1 - least deprived,7.5,1 - least deprived,0.8,1 - least deprived,6.8,1 - least deprived,3.3,1 - least deprived
Scotland,S01005284,31,36,60,5 - most deprived,58.6,5 - most deprived,47,5 - most deprived,60,5 - most deprived,54.8,5 - most deprived
Scotland,S01005285,8,10,15,3,15.4,3,7.9,3,15,3,11.2,3
Scotland,S01005286,3,4,4.5,1 - least deprived,5.2,1 - least deprived,-1.2,1 - least deprived,4.5,1 - least deprived,1,1 - least deprived
Scotland,S01005287,17,14,23.5,4,23.5,4,14.8,4,23.5,4,19.8,4
Scotland,S01005288,29,25,47.2,5 - most deprived,47.4,5 - most deprived,35.4,5 - most deprived,47.2,5 - most deprived,43.8,5 - most deprived
Scotland,S01005289,19,16,30.7,4,31.3,4,21.2,4,30.7,4,27.5,4
Scotland,S01005290,15,14,19.2,3,18.5,3,11,3,19.2,3,14.6,3
Scotland,S01005291,3,6,7.6,1 - least deprived,8.2,1 - least deprived,1.6,1 - least deprived,7.6,1 - least deprived,3.9,1 - least deprived
Scotland,S01005292,28,33,54.1,5 - most deprived,52.8,5 - most deprived,41.9,5 - most deprived,54.1,5 - most deprived,49,5 - most deprived
Scotland,S01005293,20,22,37.9,5 - most deprived,37.8,5 - most deprived,27.8,5 - most deprived,37.9,5 - most deprived,33.9,5 - most deprived
Scotland,S01005294,3,4,4.3,1 - least deprived,4.9,1 - least deprived,-1.5,1 - least deprived,4.3,1 - least deprived,0.7,1 - least deprived
Scotland,S01005295,18,16,24.6,4,24,4,15.7,4,24.6,4,20.3,4
Scotland,S01005296,1,2,5,1 - least deprived,6.6,1 - least deprived,-0.6,1 - least deprived,5,1 - least deprived,2.3,1 - least deprived
Scotland,S01005297,5,7,10.1,2,10.7,2,3.7,2,10.1,2,6.5,2
Scotland,S01005298,4,5,7.9,1 - least deprived,8.9,2,1.8,1 - least deprived,7.9,1 - least deprived,4.7,1 - least deprived
Scotland,S01005299,3,6,7.2,1 - least deprived,7.7,1 - least deprived,1.2,1 - least deprived,7.2,1 - least deprived,3.5,1 - least deprived
Scotland,S01005300,4,3,6.1,1 - least deprived,7.4,1 - least deprived,0.1,1 - least deprived,6.1,1 - least deprived,3.2,1 - least deprived
Scotland,S01005301,2,4,5.5,1 - least deprived,6.4,1 - least deprived,-0.3,1 - least deprived,5.5,1 - least deprived,2.1,1 - least deprived
Scotland,S01005302,15,15,26.3,4,26.7,4,17.6,4,26.3,4,22.7,4
Scotland,S01005303,13,15,16.7,3,15.2,3,8.9,3,16.7,3,11.3,3
Scotland,S01005304,4,9,9.2,2,8.9,2,3,2,9.2,2,4.7,1 - least deprived
Scotland,S01005305,14,14,21,4,20.7,3,12.8,3,21,3,16.8,3
Scotland,S01005306,4,4,6.2,1 - least deprived,7.2,1 - least deprived,0.2,1 - least deprived,6.2,1 - least deprived,3,1 - least deprived
Scotland,S01005307,1,2,4.1,1 - least deprived,5.6,1 - least deprived,-1.4,1 - least deprived,4.1,1 - least deprived,1.3,1 - least deprived
Scotland,S01005308,34,26,53.1,5 - most deprived,53.7,5 - most deprived,40.3,5 - most deprived,53.1,5 - most deprived,50.4,5 - most deprived
Scotland,S01005309,15,15,23.8,4,23.6,4,15.2,4,23.8,4,19.7,4
Scotland,S01005310,16,19,27.2,4,26.2,4,18.3,4,27.2,4,22.2,4
Scotland,S01005311,6,9,11.2,2,11.2,2,4.6,2,11.2,2,7,2
Scotland,S01005312,9,6,15.6,3,17.4,3,8.3,3,15.6,3,13.4,3
Scotland,S01005313,6,8,11.7,2,12.2,2,5,2,11.7,2,8,2
Scotland,S01005314,3,3,2.9,1 - least deprived,3.6,1 - least deprived,-2.7,1 - least deprived,2.9,1 - least deprived,-0.6,1 - least deprived
Scotland,S01005315,28,29,49.1,5 - most deprived,48.3,5 - most deprived,37.3,5 - most deprived,49.1,5 - most deprived,44.6,5 - most deprived
Scotland,S01005316,5,8,8.8,2,8.8,1 - least deprived,2.5,2,8.8,2,4.6,1 - least deprived
Scotland,S01005317,5,7,8.4,2,8.7,1 - least deprived,2.1,2,8.4,2,4.5,1 - least deprived
Scotland,S01005318,13,15,18.4,3,17.3,3,10.5,3,18.4,3,13.4,3
Scotland,S01005319,6,6,6.8,1 - least deprived,7,1 - least deprived,0.5,1 - least deprived,6.8,1 - least deprived,2.9,1 - least deprived
Scotland,S01005320,9,9,13.2,2,13.4,2,6.1,2,13.2,2,9.4,2
Scotland,S01005321,13,11,16.5,3,16.5,3,8.8,3,16.5,3,12.6,3
Scotland,S01005322,13,12,18.5,3,18.5,3,10.6,3,18.5,3,14.6,3
Scotland,S01005323,15,17,21.8,4,20.5,3,13.4,4,21.8,4,16.6,3
Scotland,S01005324,17,18,28.2,4,27.8,4,19.1,4,28.2,4,23.9,4
Scotland,S01005325,11,12,19.4,3,19.8,3,11.7,3,19.4,3,15.7,3
Scotland,S01005326,31,28,51.4,5 - most deprived,51.2,5 - most deprived,39.1,5 - most deprived,51.4,5 - most deprived,47.7,5 - most deprived
Scotland,S01005327,20,19,27,4,25.7,4,17.7,4,27,4,22,4
Scotland,S01005328,27,30,45,5 - most deprived,43,5 - most deprived,33.6,5 - most deprived,45,5 - most deprived,39.3,5 - most deprived
Scotland,S01005329,8,5,12.6,2,14.2,2,5.7,2,12.6,2,10.2,2
Scotland,S01005330,18,21,30.4,4,29.3,4,21.1,4,30.4,4,25.3,4
Scotland,S01005331,27,23,41,5 - most deprived,40.7,5 - most deprived,29.9,5 - most deprived,41,5 - most deprived,37.2,5 - most deprived
Scotland,S01005332,10,8,14,3,14.7,3,6.7,2,14,3,10.7,3
Scotland,S01005333,5,6,8.3,2,8.9,2,2.1,2,8.3,2,4.8,2
Scotland,S01005334,5,8,10.2,2,10.5,2,3.8,2,10.2,2,6.3,2
Scotland,S01005335,3,6,7.5,1 - least deprived,8,1 - least deprived,1.5,1 - least deprived,7.5,1 - least deprived,3.7,1 - least deprived
Scotland,S01005336,10,9,11.8,2,11.7,2,4.7,2,11.8,2,7.7,2
Scotland,S01005337,3,5,5.8,1 - least deprived,6.4,1 - least deprived,-0.1,1 - least deprived,5.8,1 - least deprived,2.1,1 - least deprived
Scotland,S01005338,3,4,6,1 - least deprived,7,1 - least deprived,0.1,1 - least deprived,6,1 - least deprived,2.8,1 - least deprived
Scotland,S01005339,10,13,17.7,3,17.3,3,10.2,3,17.7,3,13.2,3
Scotland,S01005340,4,5,6,1 - least deprived,6.5,1 - least deprived,-0,1 - least deprived,6,1 - least deprived,2.4,1 - least deprived
Scotland,S01005341,11,15,18,3,16.9,3,10.3,3,18,3,12.8,3
Scotland,S01005342,12,14,18.8,3,18.1,3,10.9,3,18.8,3,14.1,3
Scotland,S01005343,3,5,4.5,1 - least deprived,4.8,1 - least deprived,-1.3,1 - least deprived,4.5,1 - least deprived,0.5,1 - least deprived
Scotland,S01005344,13,12,15.7,3,15.1,3,8,3,15.7,3,11.3,3
Scotland,S01005345,4,4,4.6,1 - least deprived,5.2,1 - least deprived,-1.3,1 - least deprived,4.6,1 - least deprived,1.1,1 - least deprived
Scotland,S01005346,3,6,6.7,1 - least deprived,7.1,1 - least deprived,0.8,1 - least deprived,6.7,1 - least deprived,2.9,1 - least deprived
